file,duration_count,init_count,duration_avg_ms,duration_min_ms,duration_max_ms,init_avg_ms,init_min_ms,init_max_ms
cloudwatch-zip-reports.txt,1291,26,80.37854376452363,61.83,135.82,642.8303846153847,535.3,719.92
cloudwatch-container-reports.txt,1291,28,77.11890007745933,48.57,124.53,751.9492857142858,538.01,3072.73
